treatment,treatment_binary,fire_judges,disobey_justice_2,overthrow_institutions,power_institutions,anti_democratic_index,strong_leader,check_corruption,angry,scared,optimistic,nervous,male,age,socioeconomic_level,political_interest,pres_approval,region,morena,nonpartisan,otherpartisan
Control,0,5,5,1,5,4,5,4,1,2,2,2,1,50,2,4,5,6,1,0,0
Trash-talking,1,1,3,3,2,2.25,3,10,3,3,1,3,0,29,4,1,1,1,0,0,0
Control,0,2,3,3,2,2.5,4,6,3,2,4,2,1,23,2,2,4,3,0,1,0
Trash-talking,1,2,3,3,3,2.75,4,7,3,2,3,3,0,30,2,4,4,3,1,0,0
Trash-talking,1,2,2,3,3,2.5,4,9,3,2,5,3,0,36,1,3,4,6,1,0,0
Trash-talking,1,4,4,4,4,4,3,10,1,2,3,1,1,50,4,4,5,1,1,0,0
Trash-talking,1,3,3,3,3,3,3,10,3,3,5,3,1,25,5,3,5,5,1,0,0
Trash-talking,1,4,2,4,4,3.5,3,6,2,1,4,1,0,18,5,3,5,3,0,0,0
Trash-talking,1,3,3,3,3,3,3,5,3,3,3,3,0,26,2,1,3,2,0,1,0
Control,0,2,1,5,1,2.25,3,10,5,4,1,4,0,46,1,2,1,6,0,0,1
Trash-talking,1,1,3,5,1,2.5,4,10,3,3,3,3,0,18,5,3,3,6,0,0,0
Trash-talking,1,3,4,4,4,3.75,4,10,4,1,2,3,1,27,6,1,1,4,0,1,0
Control,0,4,2,4,5,3.75,4,8,3,3,3,3,1,30,3,3,4,2,0,0,0
Trash-talking,1,4,2,4,4,3.5,3,7,2,4,1,4,0,25,6,3,5,6,1,0,0
Trash-talking,1,3,4,4,5,4,3,10,4,2,1,1,0,21,4,2,5,4,1,0,0
Control,0,4,4,4,4,4,3,10,3,3,2,1,1,38,5,2,4,4,1,0,0
Control,0,2,2,3,2,2.25,3,10,1,1,4,1,1,42,1,3,4,6,1,0,0
Control,0,5,1,5,5,4,5,9,4,4,5,4,0,20,4,4,3,5,0,0,1
Control,0,4,5,2,5,4,5,10,5,2,5,4,1,58,6,4,5,4,0,0,0
Control,0,4,4,5,4,4.25,4,5,2,3,2,3,1,35,5,3,4,4,0,0,1
Trash-talking,1,1,1,4,2,2,2,10,4,2,1,3,0,22,5,4,1,5,0,0,1
Trash-talking,1,2,3,5,2,3,1,10,5,4,2,4,0,55,4,4,2,6,0,0,1
Control,0,2,4,3,2,2.75,4,10,3,1,2,1,0,21,5,3,3,4,1,0,0
Control,0,3,3,3,3,3,3,8,1,2,2,2,0,22,2,2,3,5,1,0,0
Trash-talking,1,2,1,2,1,1.5,1,8,5,5,1,4,1,41,3,2,1,2,0,0,1
Trash-talking,1,5,5,5,5,5,5,10,5,1,1,1,1,40,1,2,4,4,1,0,0
Control,0,1,1,3,1,1.5,2,9,1,5,3,2,0,59,2,4,1,2,0,0,1
Trash-talking,1,2,5,5,3,3.75,5,9,2,1,3,2,1,23,3,2,4,4,1,0,0
Control,0,4,4,4,4,4,3,10,1,1,2,1,1,18,5,1,3,1,0,1,0
Control,0,3,3,3,3,3,3,5,1,1,4,1,1,22,6,3,3,4,1,0,0
Control,0,2,1,5,3,2.75,3,10,1,3,4,2,0,31,5,2,3,5,1,0,0
Control,0,1,1,3,1,1.5,2,7,2,1,3,1,1,64,3,3,1,3,0,0,1
Control,0,2,2,2,2,2,3,8,2,1,2,1,0,46,4,2,2,4,0,1,0
Trash-talking,1,3,3,2,3,2.75,3,10,5,3,1,3,1,53,2,4,4,4,1,0,0
Trash-talking,1,3,2,4,4,3.25,5,10,3,1,1,1,1,32,2,2,4,4,1,0,0
Control,0,4,3,3,4,3.5,3,10,3,2,4,2,0,41,7,1,4,3,1,0,0
Trash-talking,1,2,4,2,3,2.75,3,7,2,1,4,1,0,23,2,3,4,6,0,0,0
Trash-talking,1,3,1,4,2,2.5,2,6,4,1,1,1,0,34,5,1,1,4,0,1,0
Control,0,3,3,4,2,3,4,4,3,2,3,4,0,23,3,2,5,1,0,0,0
Control,0,3,3,3,3,3,4,5,2,1,2,3,1,27,5,2,4,5,1,0,0
Trash-talking,1,2,3,3,2,2.5,4,8,2,2,3,3,1,59,2,4,4,6,1,0,0
Trash-talking,1,2,2,2,2,2,4,10,2,3,1,2,1,50,6,3,4,6,1,0,0
Control,0,2,2,2,2,2,3,8,1,1,2,1,0,35,5,3,4,5,1,0,0
Trash-talking,1,1,1,1,2,1.25,1,10,3,5,1,5,0,45,6,3,2,4,0,0,1
Trash-talking,1,3,2,4,3,3,4,2,3,2,2,1,0,21,5,2,4,4,0,0,1
Trash-talking,1,3,3,4,3,3.25,4,8,1,2,1,1,0,24,2,3,3,4,0,1,0
Control,0,3,3,2,3,2.75,3,10,1,1,4,1,1,68,3,3,5,3,0,0,1
Control,0,3,4,3,4,3.5,3,10,4,2,4,1,0,47,4,2,5,6,1,0,0
Control,0,3,3,5,4,3.75,5,10,4,1,5,1,0,53,3,2,5,2,1,0,0
Trash-talking,1,5,3,3,5,4,5,8,1,4,1,4,0,21,4,3,5,5,0,1,0
Control,0,2,4,4,3,3.25,4,8,1,1,3,1,0,40,5,2,4,4,0,0,0
Control,0,1,1,1,1,1,4,10,4,4,1,4,0,57,1,2,2,2,0,1,0
Control,0,1,1,2,1,1.25,3,8,4,2,1,1,0,67,3,3,1,3,0,0,1
Trash-talking,1,4,2,5,4,3.75,1,1,4,4,2,4,1,30,4,2,1,6,0,1,0
Control,0,1,2,5,1,2.25,2,6,4,5,1,4,0,62,2,3,1,2,0,0,1
Trash-talking,1,2,4,3,2,2.75,5,5,2,1,4,3,0,19,3,2,4,1,0,1,0
Trash-talking,1,3,1,5,5,3.5,5,9,2,1,2,1,0,28,6,3,5,6,1,0,0
Control,0,1,3,4,1,2.25,2,9,4,5,4,3,0,53,3,3,1,6,0,0,1
Trash-talking,1,3,5,2,4,3.5,4,9,5,3,2,2,1,34,2,3,2,3,0,0,1
Control,0,1,1,1,1,1,1,5,5,3,5,3,0,63,1,3,1,6,0,0,1
Trash-talking,1,5,2,5,2,3.5,5,10,5,1,5,1,1,28,6,4,5,6,1,0,0
Control,0,3,2,5,3,3.25,5,10,4,2,2,3,1,49,1,3,5,1,1,0,0
Trash-talking,1,3,4,3,3,3.25,3,6,2,1,4,1,1,24,3,3,5,2,1,0,0
Trash-talking,1,1,4,4,3,3,4,9,3,3,3,3,0,39,3,2,2,1,0,1,0
Trash-talking,1,3,4,4,4,3.75,3,6,1,1,2,1,1,21,5,2,4,6,0,1,0
Trash-talking,1,1,1,3,1,1.5,1,10,3,2,1,2,1,55,3,4,1,2,0,0,1
Control,0,2,3,1,2,2,5,10,3,1,1,1,0,41,2,2,4,3,0,1,0
Trash-talking,1,3,3,3,3,3,2,7,3,3,3,3,0,24,5,2,3,3,0,1,0
Control,0,3,3,3,3,3,3,6,2,1,1,2,0,22,2,2,4,6,1,0,0
Control,0,3,4,3,4,3.5,5,7,2,2,3,2,1,38,6,3,4,5,0,0,0
Control,0,4,3,4,4,3.75,3,10,3,3,3,3,1,53,6,2,5,4,1,0,0
Trash-talking,1,5,3,5,5,4.5,4,9,4,3,3,3,1,32,5,2,4,4,0,1,0
Trash-talking,1,1,1,2,1,1.25,3,5,5,4,1,4,0,47,4,4,1,3,0,0,1
Control,0,2,4,3,3,3,3,10,3,1,2,1,0,49,1,2,2,6,0,1,0
Control,0,3,4,2,4,3.25,4,10,2,4,1,4,0,39,6,2,5,4,1,0,0
Control,0,2,2,4,4,3,5,8,3,2,4,3,0,49,5,2,4,6,1,0,0
Control,0,1,3,2,2,2,2,9,2,1,1,1,0,31,5,2,1,6,0,0,1
Trash-talking,1,3,3,3,3,3,3,8,3,3,3,3,0,29,4,1,3,1,0,1,0
Control,0,3,3,3,3,3,4,5,1,2,2,2,0,36,6,2,3,3,1,0,0
Trash-talking,1,4,2,3,4,3.25,3,4,3,3,3,3,1,18,4,3,3,4,1,0,0
Control,0,2,2,2,2,2,2,8,2,1,4,1,0,26,3,3,4,4,0,1,0
Control,0,3,3,3,3,3,5,5,3,2,3,3,0,23,3,3,5,3,1,0,0
Control,0,1,1,3,2,1.75,5,8,1,1,1,1,0,68,4,4,5,3,1,0,0
Control,0,5,3,4,3,3.75,4,8,2,1,2,1,1,36,3,2,5,2,0,1,0
Trash-talking,1,2,4,3,2,2.75,5,10,4,1,4,1,0,25,4,3,4,1,1,0,0
Trash-talking,1,2,4,2,3,2.75,4,6,3,4,4,3,0,26,4,2,4,3,0,0,0
Control,0,3,3,3,4,3.25,4,9,1,1,3,1,0,20,4,2,4,2,1,0,0
Control,0,2,1,5,4,3,2,10,3,4,3,3,1,29,2,4,4,1,1,0,0
Trash-talking,1,3,4,3,3,3.25,4,8,4,2,4,3,1,42,1,3,4,2,0,1,0
Control,0,5,4,5,4,4.5,4,8,3,1,3,3,1,39,4,2,1,1,0,1,0
Trash-talking,1,3,2,3,5,3.25,5,9,1,1,4,2,0,44,1,4,5,2,1,0,0
Trash-talking,1,1,1,2,1,1.25,1,6,5,5,2,1,0,31,1,3,1,6,0,0,1
Control,0,2,2,2,2,2,2,5,1,1,1,2,0,20,3,3,3,5,0,0,0
Control,0,3,2,5,2,3,4,10,4,2,2,3,1,44,5,3,2,4,1,0,0
Control,0,2,2,4,3,2.75,5,10,5,4,1,3,1,35,5,4,2,3,0,0,1
Control,0,3,4,3,3,3.25,3,9,3,2,2,1,0,21,4,3,3,2,0,0,0
Trash-talking,1,1,1,2,2,1.5,4,8,3,1,3,3,1,21,2,4,4,1,0,0,1
Control,0,3,3,4,4,3.5,3,5,3,2,3,3,0,24,4,2,5,5,1,0,0
Trash-talking,1,3,4,2,4,3.25,3,10,4,3,3,3,0,52,6,2,3,5,0,1,0
Control,0,2,1,5,2,2.5,2,10,5,4,2,3,0,33,6,3,4,4,1,0,0
Control,0,3,3,5,2,3.25,2,8,2,1,1,1,1,43,5,3,2,3,0,1,0
Trash-talking,1,3,3,3,4,3.25,2,10,4,1,4,2,1,28,3,2,3,4,0,1,0
Control,0,3,4,3,4,3.5,4,8,1,2,4,2,0,61,3,3,5,1,1,0,0
Control,0,1,1,1,1,1,3,5,3,1,2,1,1,22,1,2,1,4,0,0,0
Trash-talking,1,1,5,1,2,2.25,2,10,3,2,1,2,1,43,5,3,4,3,1,0,0
Control,0,1,2,5,1,2.25,4,8,3,3,1,4,1,24,1,4,2,4,0,0,0
Control,0,1,2,2,1,1.5,1,7,4,2,3,2,1,24,3,3,1,5,1,0,0
Control,0,1,2,5,1,2.25,3,10,2,4,4,4,1,22,1,3,3,2,0,0,0
Control,0,4,1,4,4,3.25,3,9,2,2,4,3,1,23,2,3,3,6,1,0,0
Trash-talking,1,1,1,4,2,2,4,9,3,1,1,1,1,18,5,3,4,5,0,1,0
Trash-talking,1,3,4,1,3,2.75,4,10,4,1,3,1,0,48,3,2,4,1,0,0,0
Control,0,4,4,3,4,3.75,4,9,2,2,4,1,1,32,2,1,5,4,1,0,0
Control,0,3,2,4,4,3.25,4,9,2,3,4,1,1,41,1,3,4,4,1,0,0
Trash-talking,1,1,2,1,1,1.25,1,7,3,2,3,2,0,64,3,3,1,2,0,0,0
Trash-talking,1,2,5,3,2,3,1,9,3,1,3,2,0,22,4,3,4,1,1,0,0
Trash-talking,1,3,5,5,4,4.25,5,10,5,5,2,5,0,25,6,3,5,6,1,0,0
Trash-talking,1,1,2,4,1,2,5,7,2,4,2,4,1,20,3,3,4,6,0,0,1
Control,0,5,2,4,4,3.75,3,7,2,1,3,3,1,24,2,2,3,5,1,0,0
Control,0,4,2,5,4,3.75,4,8,2,2,4,2,0,31,5,2,4,4,0,0,0
Trash-talking,1,5,3,3,5,4,5,10,3,2,2,3,0,32,2,2,3,6,1,0,0
Trash-talking,1,2,3,5,4,3.5,4,9,1,1,4,1,0,29,5,3,4,4,1,0,0
Trash-talking,1,1,1,3,1,1.5,1,1,1,1,1,1,1,49,2,1,1,2,0,1,0
Control,0,2,2,3,3,2.5,2,5,4,1,3,3,0,61,3,3,2,3,0,0,0
Control,0,2,3,4,3,3,4,10,4,4,4,4,1,36,3,2,4,4,1,0,0
Trash-talking,1,5,1,1,1,2,1,3,1,1,1,1,1,67,4,3,1,3,0,0,1
Control,0,4,4,2,3,3.25,3,2,1,1,3,2,0,37,5,2,4,4,0,0,0
Trash-talking,1,1,3,3,3,2.5,3,8,1,2,3,2,0,26,5,3,2,5,0,0,1
Trash-talking,1,3,4,1,4,3,1,5,1,1,4,3,1,22,4,3,5,4,1,0,0
Control,0,2,3,3,3,2.75,5,7,1,1,3,1,0,23,5,2,4,3,1,0,0
Trash-talking,1,3,3,3,3,3,3,3,5,3,1,3,0,52,4,2,3,2,1,0,0
Control,0,1,2,2,2,1.75,4,5,5,4,4,2,1,46,2,3,1,5,0,0,1
Trash-talking,1,5,4,5,5,4.75,5,10,3,3,3,1,1,25,3,2,5,4,1,0,0
Control,0,1,1,1,1,1,1,10,5,3,4,4,1,55,1,4,1,6,0,0,1
Trash-talking,1,3,3,3,2,2.75,3,9,4,3,1,3,0,51,2,2,3,5,0,0,1
Control,0,2,4,2,2,2.5,3,2,1,1,2,1,1,34,6,2,3,2,0,1,0
Control,0,2,2,2,2,2,3,10,4,2,4,2,1,23,2,4,4,2,1,0,0
Trash-talking,1,3,1,3,4,2.75,3,10,1,1,5,2,0,34,5,2,2,1,1,0,0
Control,0,1,1,3,2,1.75,2,8,3,2,2,3,1,46,3,4,4,6,0,1,0
Control,0,2,4,2,2,2.5,2,9,3,1,3,1,0,58,1,4,5,3,1,0,0
Trash-talking,1,2,2,3,3,2.5,3,9,4,3,2,4,1,18,5,3,3,5,1,0,0
Trash-talking,1,3,4,4,2,3.25,4,8,4,4,4,3,1,32,3,3,4,3,0,0,0
Trash-talking,1,1,1,1,1,1,1,8,1,2,1,3,1,55,3,3,1,3,0,0,1
Control,0,4,3,5,4,4,5,5,2,1,3,3,0,29,5,3,4,4,0,0,0
Control,0,2,3,4,3,3,4,7,4,3,2,2,0,28,1,3,4,1,0,0,0
Control,0,3,1,5,3,3,4,9,1,1,4,1,0,24,3,2,4,3,1,0,0
Trash-talking,1,1,2,4,2,2.25,3,10,3,3,2,3,1,29,5,2,4,5,0,0,1
Control,0,2,4,2,3,2.75,3,9,2,3,2,3,1,20,3,2,3,3,0,1,0
Trash-talking,1,2,5,5,3,3.75,4,10,1,1,2,2,0,24,6,3,5,5,1,0,0
Control,0,3,3,3,3,3,2,10,3,1,3,3,0,20,3,1,1,4,0,1,0
Trash-talking,1,4,3,4,4,3.75,2,10,3,2,1,3,0,40,5,1,3,5,1,0,0
Trash-talking,1,4,4,5,3,4,5,10,3,1,1,3,0,26,6,3,5,5,0,1,0
Control,0,1,3,5,4,3.25,4,10,2,2,2,1,1,23,5,3,3,5,1,0,0
Control,0,1,2,2,1,1.5,3,10,4,2,1,2,0,40,1,2,2,1,0,1,0
Control,0,2,3,4,2,2.75,3,8,3,1,1,1,0,21,3,3,2,4,0,1,0
Control,0,3,3,3,3,3,3,5,1,1,1,1,0,44,4,1,3,4,0,1,0
Trash-talking,1,1,1,1,2,1.25,3,10,2,2,1,2,0,35,3,1,3,1,0,1,0
Control,0,5,1,5,5,4,5,10,3,3,4,3,1,31,2,2,5,2,1,0,0
Trash-talking,1,3,2,3,1,2.25,3,10,4,5,1,3,0,28,2,2,1,1,0,1,0
Trash-talking,1,4,2,3,4,3.25,4,7,2,1,3,2,1,34,3,3,4,4,1,0,0
Trash-talking,1,3,4,3,3,3.25,3,8,3,3,3,3,0,21,3,3,4,1,0,1,0
Control,0,5,1,2,5,3.25,4,10,3,3,3,4,1,23,4,2,2,4,0,1,0
Trash-talking,1,2,4,4,2,3,4,9,1,2,5,2,1,27,6,3,4,5,1,0,0
Control,0,2,1,2,3,2,3,8,1,1,2,1,1,30,3,3,4,2,0,0,1
Trash-talking,1,1,1,2,1,1.25,4,5,3,3,3,1,1,67,1,4,1,6,0,0,1
Control,0,3,2,4,4,3.25,3,7,2,2,4,2,1,53,2,4,4,5,1,0,0
Control,0,1,1,4,2,2,2,10,5,2,1,3,1,26,2,3,1,6,0,1,0
Control,0,3,3,3,3,3,3,10,1,1,1,1,0,37,6,1,3,4,0,1,0
Control,0,1,5,3,3,3,5,1,1,5,4,1,1,55,6,3,5,5,0,1,0
Control,0,3,3,4,4,3.5,5,10,2,1,1,1,0,47,3,1,4,2,0,1,0
Trash-talking,1,3,5,3,3,3.5,3,8,1,1,1,1,1,33,6,1,4,6,0,1,0
Control,0,2,1,5,2,2.5,4,3,5,3,2,3,0,21,5,4,2,2,0,0,1
Control,0,3,4,4,4,3.75,2,10,3,1,2,3,0,19,2,2,3,3,0,0,0
Trash-talking,1,5,5,5,5,5,5,10,2,2,1,1,1,53,5,3,5,2,1,0,0
Trash-talking,1,2,3,2,1,2,5,6,4,4,1,3,1,27,1,3,5,4,1,0,0
Trash-talking,1,4,5,3,5,4.25,5,8,1,1,3,2,0,24,6,3,5,3,0,0,1
Trash-talking,1,4,4,4,4,4,5,9,4,3,3,3,1,43,4,3,5,1,1,0,0
Trash-talking,1,3,5,4,2,3.5,5,7,3,1,2,2,0,45,2,3,5,2,1,0,0
Trash-talking,1,3,2,2,3,2.5,2,8,2,3,2,2,0,19,6,2,4,3,0,0,1
Control,0,2,2,4,2,2.5,3,10,3,3,2,3,0,42,5,3,3,4,1,0,0
Control,0,3,2,3,3,2.75,4,7,3,3,2,2,1,29,5,1,3,4,0,0,1
Trash-talking,1,1,2,4,1,2,2,8,4,4,4,4,0,52,4,1,2,6,0,1,0
Control,0,2,3,3,4,3,3,8,3,1,3,1,0,20,4,3,5,4,1,0,0
Control,0,2,3,1,2,2,3,6,2,1,3,3,0,19,4,3,3,3,1,0,0
Trash-talking,1,3,3,3,2,2.75,3,9,2,4,2,3,0,23,2,3,2,3,0,1,0
Control,0,1,1,1,1,1,1,10,4,2,1,4,1,75,3,3,1,6,0,0,1
Control,0,4,2,4,4,3.5,2,10,2,4,2,2,1,38,5,2,4,6,0,1,0
Control,0,1,2,5,3,2.75,3,6,1,2,3,2,1,21,4,4,4,2,0,0,0
Control,0,1,5,1,1,2,1,10,3,2,5,2,1,44,1,4,4,4,1,0,0
Control,0,2,2,3,2,2.25,3,7,3,2,4,3,1,57,3,3,4,6,0,1,0
Trash-talking,1,4,5,4,4,4.25,5,8,2,1,4,1,0,22,5,4,5,4,1,0,0
Control,0,5,4,4,3,4,4,10,1,4,4,2,1,21,4,3,4,2,1,0,0
Trash-talking,1,2,2,4,3,2.75,3,8,5,1,4,1,1,55,1,3,1,4,0,0,1
Trash-talking,1,3,3,3,3,3,2,5,3,3,3,3,1,23,6,3,5,3,1,0,0
Control,0,3,3,3,3,3,3,5,5,5,5,5,0,30,5,3,3,5,0,0,0
Trash-talking,1,1,2,4,1,2,2,9,4,3,2,2,0,30,1,3,2,3,0,1,0
Trash-talking,1,2,4,4,4,3.5,4,10,3,1,3,1,0,25,5,3,5,3,1,0,0
Control,0,3,2,4,2,2.75,4,10,2,2,4,2,1,48,1,3,1,6,0,0,1
Trash-talking,1,3,3,2,3,2.75,3,8,2,3,4,3,1,23,4,2,3,3,0,0,0
Control,0,3,2,5,3,3.25,5,10,1,2,4,3,0,26,6,3,4,5,1,0,0
Trash-talking,1,1,1,5,1,2,5,10,1,1,1,1,0,30,2,3,1,6,0,1,0
Trash-talking,1,3,4,3,3,3.25,3,5,5,3,1,2,0,42,5,1,3,4,0,1,0
Control,0,3,2,5,3,3.25,2,10,1,1,1,1,0,34,2,1,2,6,0,1,0
Control,0,2,2,3,2,2.25,2,7,4,3,2,4,0,51,3,2,2,1,0,0,1
Trash-talking,1,3,2,3,3,2.75,3,10,4,2,4,3,0,53,3,2,3,2,1,0,0
Trash-talking,1,4,4,4,5,4.25,2,10,2,4,1,2,0,32,3,1,3,1,0,1,0
Trash-talking,1,2,4,2,1,2.25,3,10,4,3,2,3,0,30,5,2,2,5,0,1,0
Trash-talking,1,1,2,4,2,2.25,2,9,4,2,1,2,0,58,4,2,1,1,0,1,0
Trash-talking,1,2,2,5,4,3.25,5,10,4,3,2,2,1,48,3,4,4,3,1,0,0
Trash-talking,1,1,5,5,5,4,3,10,5,5,3,5,1,19,3,3,5,1,1,0,0
Trash-talking,1,1,1,1,1,1,1,8,3,3,3,4,1,69,2,3,1,2,0,0,1
Trash-talking,1,4,5,4,5,4.5,5,10,5,1,2,1,0,60,3,3,5,3,1,0,0
Control,0,2,3,2,3,2.5,2,10,3,1,4,1,0,61,5,2,4,5,0,0,0
Trash-talking,1,3,3,3,3,3,3,10,4,1,1,1,0,52,4,1,3,2,0,1,0
Control,0,1,1,1,1,1,2,10,3,4,3,4,1,31,1,3,1,1,0,1,0
Trash-talking,1,4,3,4,4,3.75,4,5,4,1,2,2,1,34,6,3,4,4,1,0,0
Trash-talking,1,4,5,3,5,4.25,5,8,3,3,4,2,1,21,3,4,4,3,1,0,0
Control,0,1,5,2,1,2.25,4,8,2,2,4,1,1,35,3,4,4,4,1,0,0
Control,0,3,2,4,4,3.25,5,4,3,2,4,3,1,41,3,4,4,4,1,0,0
Control,0,3,4,2,5,3.5,2,10,4,1,1,1,0,51,4,3,5,6,1,0,0
Trash-talking,1,1,2,2,4,2.25,4,10,1,2,3,1,1,33,3,2,5,1,1,0,0
Control,0,2,3,1,3,2.25,5,10,1,1,1,1,0,18,5,2,2,2,0,0,1
Trash-talking,1,4,2,4,3,3.25,4,1,2,1,1,1,0,23,6,2,4,6,0,1,0
Trash-talking,1,4,3,5,2,3.5,5,9,4,4,5,4,1,20,3,4,5,5,0,0,1
Control,0,3,3,5,4,3.75,2,10,2,2,2,2,1,47,6,2,3,4,0,0,1
Control,0,2,2,4,4,3,4,7,3,2,2,2,0,45,2,3,4,3,0,1,0
Control,0,3,3,3,3,3,3,10,1,1,1,1,0,24,5,1,3,2,0,1,0
Trash-talking,1,5,5,5,5,5,4,9,4,1,3,1,1,26,4,2,5,3,1,0,0
Trash-talking,1,5,1,4,4,3.5,5,9,3,1,3,2,1,33,1,3,3,4,1,0,0
Control,0,3,2,4,2,2.75,2,9,3,2,1,3,0,24,3,2,3,6,0,0,0
Control,0,2,3,2,1,2,4,4,2,1,3,1,0,22,3,3,4,3,1,0,0
Trash-talking,1,4,3,5,4,4,4,9,4,4,2,4,1,31,2,3,4,2,1,0,0
Trash-talking,1,4,4,4,4,4,4,10,4,3,5,4,0,29,5,3,5,4,1,0,0
Trash-talking,1,4,3,2,5,3.5,3,10,3,1,2,1,0,18,3,2,5,2,1,0,0
Control,0,2,2,1,1,1.5,2,9,3,3,3,5,0,48,3,3,1,2,0,1,0
Control,0,2,1,5,2,2.5,5,6,1,1,4,1,1,28,5,3,5,6,1,0,0
Trash-talking,1,4,4,4,5,4.25,5,10,3,1,1,1,1,21,6,2,4,3,1,0,0
Control,0,3,3,4,3,3.25,3,10,5,4,1,2,0,42,6,3,5,5,1,0,0
Control,0,2,2,3,4,2.75,3,5,1,2,1,3,0,47,6,2,4,5,0,0,0
Control,0,3,2,2,4,2.75,3,6,2,2,2,2,0,23,2,2,4,2,0,0,1
Control,0,3,3,3,3,3,3,7,1,1,3,1,1,39,4,4,5,2,1,0,0
Control,0,4,4,3,4,3.75,5,8,2,2,4,4,1,24,4,2,5,3,1,0,0
Control,0,1,1,3,1,1.5,1,4,5,4,1,4,1,59,1,3,1,6,0,0,1
Control,0,3,3,3,4,3.25,3,9,1,1,2,1,1,41,3,3,4,3,0,1,0
Trash-talking,1,2,5,4,4,3.75,5,8,2,1,3,2,1,21,2,3,3,3,0,1,0
Control,0,1,2,1,1,1.25,2,8,3,1,1,1,1,40,2,3,5,1,0,0,1
Trash-talking,1,5,3,5,5,4.5,4,7,5,1,4,2,1,23,5,2,5,2,1,0,0
Trash-talking,1,2,3,4,2,2.75,2,8,4,2,1,4,0,43,5,3,2,5,0,0,1
Trash-talking,1,4,4,4,3,3.75,5,10,2,1,1,2,1,31,1,2,4,4,1,0,0
Trash-talking,1,1,5,1,1,2,2,10,4,4,1,4,1,33,1,1,2,1,0,1,0
Control,0,5,3,3,3,3.5,3,10,3,2,2,3,0,20,5,1,3,4,0,1,0
Control,0,4,4,3,4,3.75,4,10,2,1,1,1,0,54,3,2,4,2,1,0,0
Trash-talking,1,1,3,1,1,1.5,3,7,2,2,1,3,0,71,1,4,1,3,0,1,0
Control,0,3,3,2,1,2.25,4,7,3,2,2,2,1,38,6,3,4,6,0,0,1
Trash-talking,1,3,4,4,3,3.5,4,10,4,3,1,3,0,24,3,3,2,4,1,0,0
Trash-talking,1,2,2,4,2,2.5,3,10,3,2,1,1,0,36,5,2,2,1,0,1,0
Trash-talking,1,1,2,4,2,2.25,4,10,4,3,1,3,1,30,3,3,2,2,0,1,0
Trash-talking,1,2,4,3,3,3,3,6,1,2,3,1,1,31,2,2,4,4,1,0,0
Trash-talking,1,2,4,5,3,3.5,3,5,3,3,3,3,0,23,5,2,2,3,1,0,0
Control,0,5,4,3,2,3.5,5,10,4,3,2,3,1,60,5,3,4,1,1,0,0
Control,0,5,4,4,5,4.5,4,8,3,2,3,4,0,29,6,2,5,4,1,0,0
Control,0,3,3,3,3,3,4,5,3,3,3,3,1,30,2,4,1,4,0,0,1
Control,0,1,1,2,2,1.5,2,10,1,1,2,1,0,55,1,3,1,2,0,1,0
Trash-talking,1,1,1,2,1,1.25,2,7,3,4,1,2,1,22,1,2,1,4,0,0,1
Control,0,1,1,1,1,1,1,3,3,1,3,1,0,59,1,4,1,3,0,0,1
Control,0,3,3,3,2,2.75,3,10,1,1,2,1,0,26,5,3,4,4,1,0,0
Control,0,2,3,5,4,3.5,3,8,1,1,1,1,0,23,3,3,5,4,1,0,0
Trash-talking,1,3,4,4,5,4,5,10,1,1,2,1,1,22,2,2,5,3,1,0,0
Control,0,4,2,4,4,3.5,4,5,1,1,3,1,1,33,2,3,4,2,0,0,1
Trash-talking,1,2,4,3,3,3,5,10,3,3,3,3,0,21,6,2,5,5,1,0,0
Control,0,1,4,2,4,2.75,3,8,1,2,3,1,0,24,2,2,2,3,0,1,0
Control,0,5,4,3,5,4.25,4,9,2,1,3,2,1,22,4,3,3,4,0,1,0
Control,0,5,5,5,5,5,1,10,1,1,1,1,1,42,3,1,1,1,0,1,0
Control,0,2,3,2,2,2.25,4,2,2,1,2,3,0,55,3,2,4,2,1,0,0
Control,0,4,4,2,2,3,2,9,1,1,3,2,0,24,5,3,5,1,1,0,0
Control,0,5,2,5,4,4,4,10,4,4,4,5,1,24,4,4,4,4,1,0,0
Trash-talking,1,4,4,5,5,4.5,4,9,4,2,1,1,0,53,3,2,4,6,0,1,0
Control,0,3,4,2,4,3.25,4,1,2,3,3,3,0,33,6,2,4,4,1,0,0
Control,0,1,4,2,1,2,2,5,3,1,3,2,0,18,3,2,4,1,0,1,0
Trash-talking,1,3,2,4,4,3.25,4,10,4,4,1,3,1,36,3,3,4,3,1,0,0
Trash-talking,1,5,4,5,3,4.25,5,10,3,1,2,1,0,41,5,1,1,2,0,0,1
Trash-talking,1,2,2,2,1,1.75,2,8,4,3,3,3,0,57,3,4,1,6,0,0,1
Control,0,2,2,4,2,2.5,4,8,4,2,1,3,0,43,1,3,2,4,1,0,0
Trash-talking,1,1,1,3,1,1.5,2,2,1,1,3,1,1,59,5,2,1,5,0,0,1
Control,0,3,1,4,3,2.75,3,6,2,3,2,1,1,21,6,2,3,3,0,1,0
Control,0,5,4,5,5,4.75,5,10,4,4,4,2,1,30,4,4,5,1,1,0,0
Control,0,1,1,1,1,1,4,8,3,5,3,4,1,45,3,4,1,3,0,0,1
Trash-talking,1,2,5,4,3,3.5,1,10,4,2,1,1,1,23,3,2,5,3,1,0,0
